Kualitas materi ,Kualitas trainer ,jumlah_kehadiran,Score_x,Score_y,Score,jumlah_mini_project_dikerjakan,jumlah_quiz_dikerjakan,rata_rata_score,Status_Fresh Graduates,Status_Mahasiswa,Status_Pekerja aktif,Status_Umum,Siapa trainer pada hari ini ?_ln,Siapa trainer pada hari ini ?_mdn,Siapa trainer pada hari ini ?_mf,Siapa trainer pada hari ini ?_ra,Pilihan Jadwal Kelas_Bootcamp Data Science For Beginner Batch 9 - Mulai April 2024 (Kelas Terdekat),Bootcamp_Online
0.6533333333333333,0.4666666666666668,1.0,1.0,0.9,1.0,0.0,0.3333333333333333,0.9666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5520000000000005,0.5840000000000005,0.8275862068965517,0.5,0.8,0.9,0.0,0.3333333333333333,0.7333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5111111111111115,0.7777777777777781,0.5862068965517242,0.5,0.8999999999999999,0.8999999999999999,0.0,0.3333333333333333,0.7666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5200000000000005,0.6400000000000001,0.6551724137931035,0.4,0.8,0.9,0.0,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.476923076923077,0.5076923076923081,0.8620689655172414,0.4,0.8,0.7,0.0,0.3333333333333333,0.6333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.6666666666666665,0.7931034482758621,0.5,1.0,0.8000000000000002,0.0,0.3333333333333333,0.7666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6363636363636367,0.6727272727272728,0.7241379310344828,0.4,0.6,0.9,0.0,0.3333333333333333,0.6333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5142857142857147,0.5714285714285716,0.9310344827586207,0.8,0.9,0.9,0.0,0.3333333333333333,0.8666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.48,0.7200000000000006,0.6551724137931035,0.4,1.0,0.9,0.0,0.3333333333333333,0.7666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7846153846153849,0.6000000000000001,0.8620689655172414,1.0,0.8,0.9000000000000001,0.0,0.3333333333333333,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6190476190476191,0.5809523809523811,0.6896551724137931,0.4,1.0,0.5,0.0,0.3333333333333333,0.6333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5809523809523811,0.695238095238095,0.6896551724137931,0.5,1.0,0.7,0.0,0.3333333333333333,0.7333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5714285714285716,0.5714285714285716,0.9310344827586207,0.6,0.9,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3777777777777782,0.5555555555555558,0.896551724137931,0.6,0.9,0.95,0.0,0.3333333333333333,0.8166666666666668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.5,0.7931034482758621,0.4000000000000001,0.9,0.75,0.0,0.3333333333333333,0.6833333333333332,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5384615384615388,0.6000000000000001,0.8620689655172414,0.9000000000000001,0.8,0.7,0.0,0.3333333333333333,0.8000000000000002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.8333333333333339,0.7666666666666666,0.7931034482758621,0.4000000000000001,0.6999999999999998,0.6,0.0,0.3333333333333333,0.5666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4666666666666668,0.5111111111111115,0.5862068965517242,0.4,0.8,0.7,0.0,0.3333333333333333,0.6333333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5840000000000005,0.7759999999999998,0.8275862068965517,1.0,1.0,0.65,1.0,0.3333333333333333,0.8833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5840000000000005,0.6479999999999997,0.8275862068965517,0.5,0.9,0.9,1.0,0.3333333333333333,0.7666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5555555555555558,0.5851851851851855,0.896551724137931,0.4,0.8,0.65,1.0,0.3333333333333333,0.6166666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.43999999999999995,0.5733333333333337,1.0,0.4,0.7,0.9,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.4666666666666668,0.5862068965517242,0.4,1.0,0.7,1.0,0.3333333333333333,0.6999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6137931034482764,0.7517241379310344,0.9655172413793104,0.4,0.8,0.9,1.0,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4666666666666668,0.5047619047619052,0.6896551724137931,0.6,0.9000000000000001,0.7,1.0,0.3333333333333333,0.7333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5200000000000005,0.5600000000000005,0.6551724137931035,1.0,1.0,0.85,1.0,0.3333333333333333,0.9500000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7119999999999997,0.6479999999999997,0.8275862068965517,0.9,0.7,0.9,1.0,0.3333333333333333,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.43999999999999995,0.706666666666667,1.0,0.4,0.8,0.8,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7538461538461543,0.44615384615384635,0.8620689655172414,0.5,0.9000000000000001,0.6500000000000001,1.0,0.3333333333333333,0.6833333333333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2842105263157899,0.8736842105263158,0.6206896551724138,0.4,1.0,1.0,1.0,0.3333333333333333,0.7999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5200000000000005,0.5200000000000005,0.8275862068965517,0.4,0.9,0.65,1.0,0.3333333333333333,0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6400000000000001,0.40000000000000036,0.6551724137931035,0.4,0.9,0.9,1.0,0.3333333333333333,0.7333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4526315789473685,0.5789473684210531,0.6206896551724138,0.9,1.0,0.9,1.0,0.3333333333333333,0.9333333333333332,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7565217391304353,0.5478260869565221,0.7586206896551725,0.5,1.0,0.95,1.0,0.3333333333333333,0.8166666666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.4666666666666668,1.0,0.6,1.0,0.8,1.0,0.3333333333333333,0.8000000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5636363636363635,0.6727272727272728,0.7241379310344828,0.4,0.7,1.0,1.0,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5600000000000005,0.6400000000000001,0.6551724137931035,0.4,0.9,0.6,1.0,0.3333333333333333,0.6333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4560000000000004,0.4560000000000004,0.8275862068965517,0.6,1.0,0.5,1.0,0.3333333333333333,0.7000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.49090909090909074,0.5636363636363635,0.7241379310344828,1.0,0.6,0.6,1.0,0.3333333333333333,0.7333333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6363636363636367,0.49090909090909074,0.7241379310344828,1.0,0.7,1.0,1.0,0.3333333333333333,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7090909090909094,0.6727272727272728,0.7241379310344828,0.4,0.8,0.9,1.0,0.3333333333333333,0.7000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8461538461538463,0.5692307692307694,0.8620689655172414,1.0,0.8,0.8,1.0,0.3333333333333333,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7333333333333338,0.706666666666667,1.0,0.5,0.7,0.9,1.0,0.3333333333333333,0.7000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.663157894736842,0.5789473684210531,0.6206896551724138,0.8,0.9,0.9500000000000001,1.0,0.3333333333333333,0.8833333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6965517241379313,0.6137931034482764,0.9655172413793104,0.9,1.0,0.6,1.0,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5733333333333337,0.5466666666666669,1.0,0.4,0.8,0.7,1.0,0.3333333333333333,0.6333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.44615384615384635,0.5076923076923081,0.8620689655172414,0.5,0.9000000000000001,0.8,1.0,0.3333333333333333,0.7333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.49090909090909074,0.7090909090909094,0.7241379310344828,0.5,1.0,0.8,1.0,0.3333333333333333,0.7666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5200000000000005,0.6799999999999997,0.6551724137931035,0.5,0.9,0.5,1.0,0.3333333333333333,0.6333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5789473684210531,0.6210526315789475,0.6206896551724138,0.9,0.9,0.9,1.0,0.3333333333333333,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8079999999999998,0.5200000000000005,0.8275862068965517,0.8,1.0,0.95,1.0,0.3333333333333333,0.9166666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8222222222222224,0.6888888888888887,0.5862068965517242,1.0,0.7,0.6,1.0,0.3333333333333333,0.7666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.6363636363636367,0.7241379310344828,1.0,0.9,0.65,1.0,0.3333333333333333,0.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8068965517241384,0.5586206896551724,0.9655172413793104,1.0,1.0,0.6,1.0,0.3333333333333333,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8315789473684214,0.36842105263157876,0.6206896551724138,1.0,1.0,0.9,1.0,0.3333333333333333,0.9666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5047619047619052,0.657142857142857,0.6896551724137931,0.4,0.6,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6159999999999997,0.6799999999999997,0.8275862068965517,0.4,1.0,0.8,1.0,0.3333333333333333,0.7333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5200000000000005,0.7200000000000006,0.6551724137931035,0.5,0.7,0.85,1.0,0.3333333333333333,0.6833333333333332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.657142857142857,0.8000000000000003,0.9310344827586207,0.4,0.9,1.0,1.0,0.3333333333333333,0.7666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.40000000000000036,0.5714285714285716,0.9310344827586207,0.4,0.9,0.9,1.0,0.3333333333333333,0.7333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.43999999999999995,0.4933333333333332,1.0,0.9,1.0,1.0,1.0,0.3333333333333333,0.9666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.657142857142857,0.5142857142857147,0.9310344827586207,0.5,0.9,0.9,1.0,0.3333333333333333,0.7666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5111111111111115,0.5111111111111115,0.5862068965517242,0.6,0.6,0.7,1.0,0.3333333333333333,0.6333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4666666666666668,0.5428571428571431,0.6896551724137931,0.5,0.8,0.8499999999999999,1.0,0.3333333333333333,0.7166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7600000000000002,0.5600000000000005,0.6551724137931035,0.4,0.9,1.0,1.0,0.3333333333333333,0.7666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
